parent_asin,parent_asin_name,creator_favorite,link,category,subcategory,brand,avg_rating,related_asins
B0D4FKJ5Z3,Realme Buds Wireless Pro In Ear Bluetooth headphones,N,https://www.amazon.in/dp/B0D4FKJ5Z3,"Electronics,Wireless Accessory","Headphones, Bluetooth Headsets",realme,3.8,"B0D4FKJ5Z3,B08K9PX1J2,B08K9QHBT2"
B0D8JHYYC1,"Biotop Professional 911 Shampoo Quinoa |Unisex |It Hydrates & Restore Hair’s Shine| With Quinoa & Vitamin E for Colored, Dry, Very Damaged & Burnt/Over processed hair|Paraben, SLS & Sulfate free",N,https://www.amazon.in/dp/B0D8JHYYC1,Beauty,Shampoo and Conditioner,Biotop Professional,4.3,"B0CLLYK9LJ,B0D8JHYYC1,B0D8JN1WVF,B0CLLY1N9V"
B0D9H8GMDY,"BOLDSTUFF Passport Holder Passport Cover with Credit Card Slot and BoardingPass Slot Bi-Fold Passport Wallet Case Book Travel Must Have, Leather Travel Accessories-Unisex",N,https://www.amazon.in/dp/B0D9H8GMDY,Luggage,Unknown,BOLDSTUFF,4.6,"B0D9H8GMDY,B0DC2MTD49,B0DP6PJJ5R,B0D9HC2YC7,B0D9H9SB8N,B0DC37JGVP,B0D9HCKJZG,B0D9H94BDR,B0D9H9W55S,B0DB681BN6,B0DC364NT2,B0D9HC5WFX"
B0D9Q6BYGJ,Plantex Western Toilet Seats for Bathroom/Commode Seat Cover - (White),N,https://www.amazon.in/dp/B0D9Q6BYGJ,Home Improvement,Bath Faucets and Accessories,Plantex,4.0,"B0D2RNB34Y,B0D9Q6BYGJ,B0F6MWT463,B0D2RDVJCZ,B0D2RTCL9Q,B0D2RNH1T1,B0DBHZYVLG,B0D9JSN3CJ,B0D2RHZ1JV,B0D9JSPB7R"
B0D9RQBY9P,Amazon Basics Metal Storage Organizer Shelves,N,https://www.amazon.in/dp/B0D9RQBY9P,Home,"Wall Shelves, Home Office Storage, Storage","Amazon Basics,amazon basics",4.1,"B0D9RQBY9P,B0735GRJXY,B073PJ9LB6"
B0DCZXJ32B,"MSI MPG X870E Carbon WiFi Motherboard, ATX - Supports AMD Ryzen 9000/8000/7000 Series Processors, AM5, DDR5 Memory Boost 8400+MHz/OC, 3 x PCIe 5.0 x16, 1 x M.2 Gen5, Wi-Fi 7",N,https://www.amazon.in/dp/B0DCZXJ32B,Pc,Motherboards other,MSI,4.5,B0DCZXJ32B
B0DDTFFZ57,Himalaya Germ Free Baby Laundry Wash,N,https://www.amazon.in/dp/B0DDTFFZ57,Baby Product,Baby Wash,Himalaya,4.4,"B0DHLDMFWY,B0FGVK52Q9,B0DDTFFZ57,B0FMGJPXDP,B09PTH6SFQ,B0FMH1ZN1W,B0CZNSJLXV,B0FGVJQN1W,B0811WLPJ3,B0BP5KT4J5"
B0DF62Y358,Kids First Step Egg Matching Shape Theme 12 Multicolor Eggs Matching Game Educational Toys for Kids,N,https://www.amazon.in/dp/B0DF62Y358,Toy,"Educational Toys, Preschool Learning Toys, Preschool Push & Pull",KIDS FIRST STEP,4.2,"B0DF62Y358,B0CPSR37PK,B0DF61MXT4,B0DSY4X69N"
B0DH4RT2KS,BATH GURU Plastic Soap Dispenser for Bathroom Kitchen Dolphy,N,https://www.amazon.in/dp/B0DH4RT2KS,"Home Improvement,Home","Bath Hardware, Hardware",BATH GURU,4.1,"B08KHBQKTJ,B0DH4RT2KS,B09RZT9K5W,B08KHF8RJL,B097RP3PWL"
B0DNSLFJ1L,SKYCELL Collar Mic for Youtubers for Mobile Recording,N,https://www.amazon.in/dp/B0DNSLFJ1L,"Wireless Accessory,Musical Instruments","Misc, Microphones",SKYCELL,3.4,"B0DMM49NN6,B0DNSLFJ1L,B0DMM1W3Z8,B0DMM348ZM"
B0DNW628ML,CraftVatika Tealight Candle Holder,N,https://www.amazon.in/dp/B0DNW628ML,Home,Candle Holders,CraftVatika,4.2,"B0DNW628ML,B0DSPYTKKC,B0DWFL6N1S,B0GK24F5CJ,B0DWK1SZP8,B0DW9BH345,B08SBMH79L,B0DW91L5VJ,B0DWKBNJPS,B0DW943DGV,B0DJ5M2CX1,B0DW951565,B0FT3S88PN"
B0DZ223V1F,THE CLOWNFISH Luxury Cabin Luggage Suitcase | Trolley Bag | Faux Leather Cabin Bag for Travel | Small Size Soft Case Overnighter Travel Bag | Laptop Trolley Bag,N,https://www.amazon.in/dp/B0DZ223V1F,Luggage,"Unknown, Hardside",THE CLOWNFISH,4.4,"B0DZ223V1F,B085MCVD8K,B0DPJ21C6Q,B08BJV6J9Y,B0F7L7V63L,B0DPHSZ47S,B0DPHTD3N2,B0DPHVJY7T,B0DPHSMNCT,B0F7KYS7HQ"
B0F1Z9Z7LD,Maybelline New York Lifter Plump - Plumping Lip Gloss,N,https://www.amazon.in/dp/B0F1Z9Z7LD,Beauty,Lips,Maybelline,3.9,"B0F1Z9Z7LD,B0CJ5FL2HJ,B06XX2TC9F,B0CJ5HF9XD,B0CJ5GZ64K,B0CJ5BKSR7"
B0F259QXLC,Hidesign Womens Tote Bag,N,https://www.amazon.in/dp/B0F259QXLC,Shoes,Handbags,Hidesign,4.2,"B0F259QXLC,B0CBVJ47PD,B07LB6BDRK,B0CBVLNRWG,B0CBVJDDRZ,B07LB73T86"
B0F93GP2Y1,DaVinci Gourmet Dessert Flavoured Syrup Bottle,N,https://www.amazon.in/dp/B0F93GP2Y1,Grocery,"Tea Beverages, Syrups, Sweeteners, Extracts & Vanilla, Fizzy World Drinks",DaVinci Gourmet,4.2,"B0BTWZG25C,B0BTWZSK3H,B0F93GP2Y1,B0BTWZHZSN,B08HVYRY15,B0BTWZSN33,B0BTWYMHR7,B0BTWZKLT7,B0CBZVTDFH,B0F6KRLMT2"
B0FDG86N9Z,ZAHEPA Desk Clock for Office Table,N,https://www.amazon.in/dp/B0FDG86N9Z,"Home,Office Product",Clocks,ZAHEPA,4.2,"B0FDG86N9Z,B0DC69J7HR,B07XF16XVB,B0DC69DTJJ"
B0FG7VSC7V,Plantex Self Adhesive Shelf - Chrome,N,https://www.amazon.in/dp/B0FG7VSC7V,Home Improvement,Bath Hardware,Plantex,4.1,"B0FG7VSC7V,B07CWRSZ44,B07CWRCQPB"
B0FN7VFCPJ,"Zest 4 Toyz Remote Control Gesture Sensor Toy, RC Stunt Car 4WD Double Sided Rotating Off Road Vehicle 360° Flips for Boys and Girls -Multicolor",N,https://www.amazon.in/dp/B0FN7VFCPJ,Toy,"Remote Control Vehicles, Radio Control Vehicles",Zest 4 Toyz,3.7,"B0DFLRJ4VZ,B0FN7VFCPJ,B0CKXWTNLH,B0FN87MB59"
B00MOESXPE,Canon PG-47 Ink Cartridge (Black),N,https://www.amazon.in/dp/B00MOESXPE,Pc,Compatible inkjet cartridges,Canon,4.2,B00MOESXPE
B00U3N3PH4,Peter England Men's Cotton Patterned Full Length Socks Pack Of 3,N,https://www.amazon.in/dp/B00U3N3PH4,Apparel,Calf Socks,Peter England,4.3,"B00U2GRB5O,B00U3N3PH4,B07SKP7G6P"
B016K5D6LI,BlueRigger High Speed Mini HDMI to HDMI cable,N,https://www.amazon.in/dp/B016K5D6LI,Electronics,Audio Video Cables,BlueRigger,4.4,"B016K5D6LI,B00608WXGA,B00608XLUM,B0F9WZTT37,B0CQK7GWCG"
B0825S8VJ7,Amarshri Metal Sleek Hanger Mild Steel Chrome Plated Hangers For Clothes Ii Rustproof Multipurpose Clothes Hanger Pack of 12.,N,https://www.amazon.in/dp/B0825S8VJ7,Home,Closet Organization,Amarshri,4.6,B0825S8VJ7
B086WLNW4N,Philips Hair Dryer Bhc017/00 Thermoprotect 1200 Watts with Air Concentrator + Diffuser Attachment - Pink,N,https://www.amazon.in/dp/B086WLNW4N,Personal Care Appliances,Hair Dryers,Philips,4.4,B086WLNW4N
B09WF8CR7V,Sennheiser HD,N,https://www.amazon.in/dp/B09WF8CR7V,"Musical Instruments,Electronics","DJ Equipment, Headphones","Sennheiser,Sennheiser Professional Audio",4.2,"B07GXZ59TM,B09WF8CR7V,B0002DDGPG"
B09YD1M8S5,DailyObjects Flip Top Card Wallet for Women,N,https://www.amazon.in/dp/B09YD1M8S5,Shoes,Clutches & Wallets,DailyObjects,4.0,"B09VL5QC1Q,B09VL79BF3,B07BXMCPCJ,B07BXKS1KB,B079P82D4C,B07J5SZ5Z3,B09VL57SC1,B079P4BHSW,B07J67C73S,B079P243Q4,B09YD1M8S5"
B09YTM7LTP,"Venus Aqua Air Pump for Aquarium Fish Tank, Fish Farming Biofloc, Hydroponic Air Pumps Fish Tank Air Pump Bubbler Pond Aerator",N,https://www.amazon.in/dp/B09YTM7LTP,Pet Products,Aquaristic Supplies,VENUS AQUA,3.8,"B09YTM7LTP,B09YTM47N6,B09YTKRZ1W,B09YTMFJH2,B09YTK9S3L,B09YTNNXKK,B09YTKTBP9"
B0B5SXTK9V,"Belkin AirTag Case, Secure Holder Protective Cover for Air Tag with Scratch Resistance Accessory",N,https://www.amazon.in/dp/B0B5SXTK9V,"Wireless Accessory,Electronics,Pc","Misc, GPS Accessories",Belkin,4.3,"B093343CSJ,B0D3457TDV,B09334DZPL,B09333627V,B0D344VR2D,B093333693,B09333KYK4,B09334JV47,B093346F69,B09MQ72DT6,B0B5SXTK9V,B09GRR97C4,B0D7NG6S8B,B09GRJJ9GM,B09333TW74"
B0B63JJ188,LIVYU LIFE EZ Label Tapes,N,https://www.amazon.in/dp/B0B63JJ188,Office Product,"Labels, Labeling Tapes, Indexes &Stamps",LIVYU LIFE,4.2,"B0BFFZ6MXZ,B0B93LPBT8,B0B93JW8NF,B0B63KGCQF,B0B63KPXKY,B0B63JLHVG,B0BFFXH2GX,B0B93M1XVT,B0B63JJ188,B0B93LDJD1,B0B63KC9CJ"
B0BN3NHB91,Ortho + Rest Hawai Chappal for Women and Men | Comfortable Orthopedic Slippers,N,https://www.amazon.in/dp/B0BN3NHB91,Shoes,"Flip-Flops & Slippers, Fashion Slippers",Ortho + Rest,4.0,"B0CTKJHJHJ,B09N3TXT6X,B0BN3NHB91,B00VWJ01EI,B09N3TJ8TJ,B00VWIZJZA,B09N3THKN9,B09N3WDH9C,B016Y91HBG,B0CTKJQVG4,B09N3V3DFN,B09N3T5TLL,B09N3VF3HD,B09N3W98MZ,B00VWJ0PVW,B09N3V9X6T,B09N3TKSR3,B09N3TNRWV,B00VWIZ54U,B09N3TNZVS,B09N3V7GS7,B09N3TBDNW,B00VWJ0IPU,B016Y90Q9U,B09N3V1VWZ,B08XZC9L2M,B09N7GYZ9V,B09N7KBWZ5,B09N3V6XZ1,B09N3SY3N9,B00VWIZPKO,B09N3TFZLF,B016Y90JRE,B09N3VC1PK,B09N3V5N4Z,B09N3VX3FP,B09N3T4Q14,B09N3T64XR,B00VWJ0M2E,B016Y91FUO,B00VWIZDII,B09N3W4BPD,B00VWIZBBC,B09N3TSTPN,B096ZL83KJ,B09N3V7P7J,B00VWJ0RXS,B016Y91ZUY,B00VWIZUJA,B09N3TQNRS,B09N3SKPNB,B09N3VLBV6,B00VWJ03EG,B09N3VV28V,B09N3T9QS5,B00VWIZS8I,B016Y90W44,B00VWIZWRU,B0CTKJ8M47,B016Y90M1C,B09N3VZ49P,B09N3TV6XC,B00VWIZMJS,B096ZN13VB,B09N3TSVKR,B0CTKKG2L1,B09N3VH9M7,B09N3V8QLN,B09N3V2178,B00VWIZFMW,B0CTKL8VS4,B00VWJ0NTQ,B09N3VBM4Y,B016Y91J28,B09N3T2SXZ,B016Y90L0Y,B09N3V37KT,B09N3V5N4X,B09N3VX3FN,B09N3TJ8TK,B00VWIZHUW,B00VWIZZ2M,B09N3TXSCZ,B09N3V5J1V,B00VWIZ9JG"
B0BYTN87KV,"Twizzle Liquid Hand Wash Soap Dispenser for Bathroom, Kitchen, Sink Wall Mounted Plastic ABS 400 ML-",N,https://www.amazon.in/dp/B0BYTN87KV,Home Improvement,"General Home Improvement, Bath Hardware",Twizzle,4.2,"B0BYTN87KV,B0DD48XZ3R,B09SY8H8LM"
B0CJ9TKXCM,Aashirvaad Saunf 100g,N,https://www.amazon.in/dp/B0CJ9TKXCM,Grocery,"Dried Veg, Pulses",Aashirvaad,4.5,B0CJ9TKXCM
B0CNRXLVVD,"Wood KIT Wooden Knife Holder Stand with 6 Universal Knife Slot, 1 Sharpener Rod & Scissor Slot Each- Knife Holder for Kitchen",N,https://www.amazon.in/dp/B0CNRXLVVD,Kitchen,"Misc, Kitchen Knives",WOODKIT,4.3,"B0CNRXLVVD,B0DQLMLF3H,B0D6NF1D56,B0DKFXM52Y,B0B6PX2RZ2,B0BJ2WP9QW,B0C7KTG2WD"
B0CP9W7KH7,"Craftinger Pro Resin Alphabet Keychain Making Kit with Moulds, 200GM Epoxy Resin, Glitter Pigments and More",N,https://www.amazon.in/dp/B0CP9W7KH7,Home,Craft Supplies,Craftinger,4.1,B0CP9W7KH7
B0CS362N82,Metro Men Synthetic Leather Chappal,N,https://www.amazon.in/dp/B0CS362N82,Shoes,"Flip-Flops & Slippers, Sandals & Floaters",Metro,4.1,"B0CPTDQT3G,B0CPTCXSV7,B0CPTF1FMB,B0CPTFDPLG,B0CPTGZ4TH,B0CPTFBCK9,B0CPTGBGJ3,B0CPTDWVZW,B0CPTFBKKJ,B0CPTFT9XY,B0CPTGX3JK,B0CPTGMZD6,B0CPTFYJWY,B0CS362N82,B0CPTJ6XQC"
B0CSZG499Y,POND'S Serum boost sunscreen prevent and fade dark patches with the power of SPF 55 and NIACINAMIDE-C Serum,N,https://www.amazon.in/dp/B0CSZG499Y,Beauty,Sun Care,POND'S,4.0,"B0CSZG499Y,B0BV24P1S1,B0BV23KFGY"
B0CV3WBGDK,swanart Peacock Round Chandelier Ceiling Light Lamp (Multicolour),N,https://www.amazon.in/dp/B0CV3WBGDK,Home,Lighting Fixtures,swanart,4.0,"B098FFBLTD,B0CJBMB9DK,B08RJ8YJ2X,B0CV3WBGDK,B0CGF5TWVG"
B0CX2171RR,KESI ORNAMENTS Fridge Storage Box,N,https://www.amazon.in/dp/B0CX2171RR,Kitchen,Cookie Jars - Non Metallic,KESI ORNAMENTS,3.8,"B0D8KT4545,B0D4QCN6YJ,B0CX1YSSXK,B0D8KY8PBD,B0B6PZJV4D,B0CX1YV8VJ,B0CX2171RR"
B0D2DQCJJV,"Oblivion Car Dustbin – Waste Management Bin for Car, Office, Home & Vehicle – Car Accessories, Portable Garbage Organizer with Lid, Small Trash Box for Table, Desk, Kitchen & Travel",N,https://www.amazon.in/dp/B0D2DQCJJV,"Automotive,Home","Uncategorized, Functional Clothing",Oblivion,3.9,"B0D2DP29S7,B0D2DQCJJV,B0D7VGYQGX,B0D9F9YD4M,B0D2DNKTCF"
B0D3BWLJHD,KIKGERM Natural Front Load Liquid Detergent,N,https://www.amazon.in/dp/B0D3BWLJHD,Drugstore,Laundry Liquid,KIKGERM,4.0,"B0DT9NDT9K,B0D3BWLJHD,B0BTD8W5RC,B0D5QW58KH,B0FBWS46H7,B0BX3PTHJJ,B0C3W1WJQC,B0BT6XTSQ3,B0DV98KK8K,B0BT772ZBV"
B0D4YXYJQP,Lakme Makeup+Skincare VitC Superglow Skin Perfecting Primer 30ml,N,https://www.amazon.in/dp/B0D4YXYJQP,Beauty,Face - Other,LAKMÉ,4.2,B0D4YXYJQP
B0D7MCFJR4,Lavie Women's Beth Flap Sling Bag | Ladies Purse Handbag,N,https://www.amazon.in/dp/B0D7MCFJR4,Shoes,Sling Bags & Cross-Body Bags,Lavie,4.3,"B0D7MCFJR4,B0D7M16S3W,B0D7LD5FS2,B0G8HHRNBS,B0D7LZ1D5K,B0G8H2J977"
B0D8Y9LH4H,"Btag SF-400 Digital Kitchen Weighing Scale | 10Kg x 1g Precision | Food Scale with LCD Display for Cooking, Baking, Meal Prep & Healthy Diet | Compact Electronic Weight Machine for Home Use.",Y,https://www.amazon.in/dp/B0D8Y9LH4H,Biss,,Btag,,B0D8Y9LH4H
9395985828,"Disha 2024 - 2015 Andhra & Telangana EAPCET Chapter-wise & Topic-wise Physics, Chemistry & Mathematics Previous Year Solved Papers 3rd Edition| PCM 7000+ PYQs Question Bank | For 2025 Engineering Exams",N,https://www.amazon.in/dp/9395985828,Book,EP. Exam Preparation/Engineering,Disha Publication,4.3,9395985828
B003LSOH8E,Casio CTK-240 Musical Keyboard (Black),N,https://www.amazon.in/dp/B003LSOH8E,Musical Instruments,Portable Keyboards,Casio,4.4,B003LSOH8E
B00G4UDYEE,Gillette Classic Sensitive Shave Foam - 418 g (33% extra),N,https://www.amazon.in/dp/B00G4UDYEE,Drugstore,Mens Shaving Creams / Gels / Foams,Gillette,4.4,B00G4UDYEE
B07NQDSSXB,Keya Arabian Sea Salt 1kg | Namak | healthier alternative to regular iodized salt | Unrefined | Rich In Minerals | 1kg,N,https://www.amazon.in/dp/B07NQDSSXB,Grocery,Seasonings,KEYA,4.4,B07NQDSSXB
B08LBNDMYW,"Bharat Sales Plastic Chair Luxury High Back Chair With Comfortable Back Posture Matt & Glos Pattern Set Of 1 Dining Bedroom, Kitchen, Living Room 150Kg Capacity Strong & Sturdy - Blue",N,https://www.amazon.in/dp/B08LBNDMYW,Furniture,Dining Chairs- Large,Bharat Sales,4.1,B08LBNDMYW
B09HQ25NNR,"Interlife Gift Studio White Metal Bowl Set, 2 Pieces",N,https://www.amazon.in/dp/B09HQ25NNR,Kitchen,Drinkware Sets,Interlife Gift Studio,3.8,B09HQ25NNR
B09HV1P14C,"Livpure Plastic Ro Membrane Filter Removes Chlorine Fluoride Heavy Metals Hard Water Softener Water || 1Pc, Black",N,https://www.amazon.in/dp/B09HV1P14C,Kitchen,Water Purifiers,Livpure,3.8,B09HV1P14C
B09SHJ9TGV,"SASHAA WORLD Soft Chenille Throw Blanket for Sofa, Bed & Couch",N,https://www.amazon.in/dp/B09SHJ9TGV,Home,Bedsheets and Pillow Covers,SASHAA WORLD,3.8,"B09C5QCGBV,B09RPNWFBM,B09SHJ9TGV,B09C6FQ2ZT,B09C6H8HWK,B09RPV9SW1,B09C5PDBVL,B09RPLDR56,B09RPS2B8W,B09C62RS23,B09RPZ6YR9"
B0B1F7ZN6H,"OCEANEVO Jewellery Organiser Box, Earrings Organiser Storage Box For Jewelry, Rings, Necklaces & Accessories",N,https://www.amazon.in/dp/B0B1F7ZN6H,Home,,OCEANEVO,4.4,"B0B6FF47RD,B0B6FBXTF3,B0C59H78DF,B0B6F92NWB,B0B15H5B2Q,B0C59KDWR4,B0C59JSFYQ,B0B1F7ZN6H,B0B1D8F9C4,B0B15FC5GG"
B0B58LPNZ8,"ABOUT SPACE Wooden Coffee Table - End & Sofa Side Tea Table,Centre Table with Solid Finish Space Saving Portable Furniture with Storage for Living Room,Bed Room,(L 100 x B 55 x H 45 cm, Brown)",N,https://www.amazon.in/dp/B0B58LPNZ8,Furniture,Tables- Large,ABOUT SPACE,4.1,B0B58LPNZ8
B0BDWJTFQC,Jopasu Mini Duster (Set of 2) (AOCC011),N,https://www.amazon.in/dp/B0BDWJTFQC,Automotive,Car Care - Non-Chemical,JOPASU,4.4,"B0BDWJTFQC,B0BC2349HC,B00RJQ9ED2"
B0BNVKP5SD,Studio Kook ABBA Engineered Wood 6 Seater Folding Dining Table,N,https://www.amazon.in/dp/B0BNVKP5SD,Furniture,Dining Tables- Large,Studio Kook,4.6,"B0BNVKP5SD,B0BYNSPCPX,B0D3KVD1BC,B09CYBVZZV,B08Y6JCFJ2"
B0BRCS6TQY,"TRASA Women’s Sleeveless Rib Knitted Cotton Racer Back Tank Tops Square Neck Crop Tops - Available Sizes -XS, S, M,L,XL,2XL",N,https://www.amazon.in/dp/B0BRCS6TQY,Apparel,"Blouses, Jumpers & Knitted Tops",TRASA,4.0,"B0BRCPM1JY,B0BRCQ8L5N,B0BRXKGP7Q,B0DM6FMRWY,B0DM6GXD54,B0DM6DRFPB,B0DM6FQPSY,B0CGR5Y5LL,B0DM6GDY5J,B0D1GKP818,B0BRXJ34SG,B0CGR4XSM9,B0CGR4ZLLT,B0BRCPWK8Z,B0D1GL8DC5,B0BRCRLXYY,B0DM6FD8VT,B0BRXJPLM9,B0DM6C1R2J,B0DM66KZBH,B0BRXK6PJK,B0BRCR7MH9,B0CGR744G8,B0BRCR14X5,B0DM6GQL29,B0DM6F3GYN,B0BRXJ9LFH,B0DM6F7HTY,B0DM6F9GJ5,B0BRCRC4TF,B0DM66KZB9,B0CGR7BHRG,B0DM6D5LWL,B0DM6D3BJQ,B0D1GKDK5G,B0BRXK7XL8,B0D1GFF4K4,B0CGR65L27,B0CGR4718G,B0CGR75CZ2,B0DM6H1JPL,B0BRXKBZX2,B0BRXK8VJS,B0BRCRK3Y6,B0BRXKLTWL,B0CGR68SKW,B0BRCQVKH8,B0BRCQNBHW,B0DM6GGXVK,B0BRCS6TQY,B0D1GK84BB,B0DM6B8QGM,B0CGR6QLVR,B0BRXK8Q7F"
B0BS9LFSWJ,,N,https://www.amazon.in/dp/B0BS9LFSWJ,,,,,
B0BTWQZBGP,"Samsung Galaxy S23 Ultra 5G (Phantom Black, 12GB, 256GB Storage)",N,https://www.amazon.in/dp/B0BTWQZBGP,Wireless,Smartphones,Samsung,4.3,B0BTWQZBGP
B0BWYHN44N,"Sparkmate by Crystal Stylo Pedal Bin 12 Litre, Plastic, Assorted",N,https://www.amazon.in/dp/B0BWYHN44N,Home,Waste & Recycling,Sparkmate by Crystal,4.2,B0BWYHN44N
B0C2YJYMKG,"SNOWIE SOFT® Kids Safety Belt for Two Wheeler with Reflective Strips, Portable Seat Belt Children Motorcycle Harness for Motorcycle Bike, Adjustable Safety Harness for Boys Girls (2-12years)",Y,https://www.amazon.in/dp/B0C2YJYMKG,"Baby Product,Sports,Apparel",Edge & Corner Guards,SNOWIE SOFT,4.2,"B0CKVPH8HL,B0F23JZCLN,B0F7X92MQH,B0F7XB8JVP,B0BCZBVST1,B0FXF3PSR7,B0BCZ8C8Y4,B0BY1B265L,B0FXXB2R62,B0GFKF5KNK,B0F7X6QNFC,B0C2YJYMKG,B0F7X5GLGM,B0CGRJLPZS"
B0C3XFQ6KC,"Hawkins 26 cm Grill Pan, Non Stick Die Cast Grilling Pan with Glass Lid, Square Grill Pan for Gas Stove, Ceramic Coated Pan, Red (IGP26G)",N,https://www.amazon.in/dp/B0C3XFQ6KC,Kitchen,Pots & Pans,Hawkins,4.5,B0C3XFQ6KC
B0C5RMQDWJ,"Antonio Benedetto Sports Ankle Length Unisex Socks, Made With Breathable, Anti Odour & Moisture Absorbent Combed Cotton with a Extra Durable Welt, Ideal for All Day Wear, Free Size (Pack Of 4)",N,https://www.amazon.in/dp/B0C5RMQDWJ,Apparel,Calf Socks,Antonio Benedetto,4.2,"B0C5RGK3XN,B0C5RMQHFX,B0C5RJLL79,B0C5RJ5PHX,B0C5RMQDWJ,B0C5RKYJBS,B0C5RGG8DB,B0C5RMHDF2,B0C5RGJPRB"
B0CG6CL85W,"Wonderchef Snacks Maker with 12 Different jalis, Stainless Steel Plates for Making Sev, Bhujiya, Papdi, Gathiya, Murukku, Chakli, Kitchen Tool for Making Namkeen Snacks, Farsan Maker",N,https://www.amazon.in/dp/B0CG6CL85W,Kitchen,"Mashers & Mills, Specialty Tools",Wonderchef,3.7,"B0CG6CL85W,B072F6VVBQ"
B0CKLJ5LJC,Pspeaches Girls Kurta & Palazzo,N,https://www.amazon.in/dp/B0CKLJ5LJC,Apparel,"Womens Kurtas & Kurtis, Girls Salwar Suit Sets",Pspeaches,4.3,"B0CJBL6M6X,B0CJBKZ3GZ,B0CJBN85FK,B0CJBMXS98,B0CJBKKLYR,B0CKLJ5LJC,B0CJBN3425,B0CJBN8WXX,B0CJBMPTCD,B0CJBN8FZ6,B0CJBM9V5G"
B0CQ29GC8M,"Pigeon by Stovekraft Air Fryer Oven 25L | 2-in-1 Appliance (OTG + Airfryer) | 1400 Watts | Air Fry, Bake, Broil, Toast, Defrost (Black)",N,https://www.amazon.in/dp/B0CQ29GC8M,Kitchen,Deep Fryers,Pigeon,3.6,"B0CQ29GC8M,B0CJRMTDZV,B0CJRM16GP"
B0CRZ1MQMN,HP 818w 64GB USB 3.2 Flash Drive Silver Metal,Y,https://www.amazon.in/dp/B0CRZ1MQMN,Pc,USB flash drives,HP,3.9,B0CRZ1MQMN
B0CSZ7BR2M,Titan Purple Abstract Quartz Analog Rose Gold Stainless Steel Strap for Women-95228WM01,N,https://www.amazon.in/dp/B0CSZ7BR2M,Watch,Analog,Titan,4.2,B0CSZ7BR2M
B0D2RN5PRQ,Women's Traditional Bengal Tant Pure Cotton Design Border & Butta Tant Saree Without Blouse Piece,N,https://www.amazon.in/dp/B0D2RN5PRQ,Apparel,Womens Sarees,Tant Vastra,4.3,"B0D2RN8S7W,B0D2RLX818,B0D2RM148Q,B0D2RP3WKS,B0DZHMKZS6,B0DZHMGFCF,B0DZHJN27K,B0D2RNJT1V,B0DZHLVTZF,B0D2RNRVYY,B0D2RN5PRQ,B0D2RKJFNS,B0DZHMKY3C,B0DZHP37Z3,B0F4R2NPX8"
B0FR8FBG6K,"Moxie Beauty Shampoo For Frizzy, Dry, Wavy & Curly Hair | Sulfate, Paraben & Silicone-Free | 100% softer & 1.5x stronger hair | Gentle Cleansing Shampoo",N,https://www.amazon.in/dp/B0FR8FBG6K,Beauty,Shampoo and Conditioner,MOXIE BEAUTY,4.4,"B0CP928XB8,B0CP224VX3,B0FQCQPT2B,B0FR8FBG6K,B0FQCQC69Z"
B0FVXR7ZCV,JD FRESH Nylon Vanity Travelling Bag for Women,N,https://www.amazon.in/dp/B0FVXR7ZCV,Luggage,Duffle Bags,JD FRESH,4.2,"B0CQ2Z4TYF,B0CSDYRLQ8,B0F3X9QNT4,B0FVXR7ZCV,B0F24M5DM1,B0BRMG4XMP,B0F6BLBF5G,B0CQ74YF82,B0F3XGYHST"
B0G4GXQPVT,betterhood Combo,N,https://www.amazon.in/dp/B0G4GXQPVT,Home,,betterhood,4.1,"B0DSV3DWSV,B0DHQZ9P4B,B0DSV5BL7R,B0DD7VP5LG,B0DHQYX71M,B0G4GXQPVT,B0DHQZPCKQ,B0DSSWT8M2,B0F19F61W1,B0DHQYYXTT"
B0GNG73WSB,wolpin Large Capacity Pencil Bag Transparent,N,https://www.amazon.in/dp/B0GNG73WSB,"Toy,Luggage",Stationery,wolpin,4.2,"B0BS3PND1W,B0GNG73WSB,B0BS1JKZ8L,B0B3N1YRLP"
B082HXNKD5,"AGARO Marvel 1700-Watt Deep Fryer with 2-Litre Capacity and 3 Temperature Settings, Deep Fat Fryer (Silver).",N,https://www.amazon.in/dp/B082HXNKD5,Kitchen,Deep Fryers,AGARO,4.1,B082HXNKD5
B08648FNKB,Vinod Platinum Triply Stainless Steel Extra Deep Tasla (Induction Friendly),N,https://www.amazon.in/dp/B08648FNKB,Kitchen,Pots & Pans,Vinod,4.6,"B08648FNKB,B07QCWMZ14,B07TBGFDGB,B07TDMDQLS,B07MK6Y4JF"
B09166XX65,"Yogabar Steel Cut Plain Oats 1.5Kg | Premium Oats, Gluten Free Oats With High Fibre, 100% Whole Grain, Non Gmo | Protein Rich Healthy Food With No Added Sugar | - 1.5 Kg",N,https://www.amazon.in/dp/B09166XX65,Grocery,Oatmeal,Yogabar,4.2,B09166XX65
